"","Coefficient","zip"
"27847",0.36805,80118
"27848",0.36805,80120
"27849",0.36805,80121
"27850",0.36805,80122
"27851",0.36805,80123
"27852",0.36805,80124
"27853",0.36805,80125
"27854",0.36805,80126
"27855",0.36805,80127
"27856",0.36805,80128
"27857",0.36805,80129
"27858",0.36805,80130
"27859",0.36805,80131
"27860",0.60706,80132
"27861",0.60706,80133
"27862",0.36805,80134
"27863",0.36805,80135
"27864",0.36805,80136
"27865",0.36805,80137
"27866",0.36805,80138
"27867",0.36805,80202
"27868",0.36805,80203
"27869",0.36805,80204
"27870",0.36805,80205
"27871",0.36805,80206
"27872",0.36805,80207
"27873",0.36805,80209
"27874",0.36805,80210
"27875",0.36805,80211
"27876",0.36805,80212
"27877",0.36805,80214
"27878",0.36805,80215
"27879",0.36805,80216
"27880",0.36805,80218
"27881",0.36805,80219
"27882",0.36805,80220
"27883",0.36805,80221
"27884",0.36805,80222
"27885",0.36805,80223
"27886",0.36805,80224
"27887",0.36805,80226
"27888",0.36805,80227
"27889",0.36805,80228
"27890",0.36805,80229
"27891",0.36805,80230
"27892",0.36805,80231
"27893",0.36805,80232
"27894",0.36805,80233
"27895",0.36805,80234
"27896",0.36805,80235
"27897",0.36805,80236
"27898",0.36805,80237
"27899",0.36805,80238
"27900",0.36805,80239
"27901",0.36805,80241
"27902",0.36805,80246
"27903",0.36805,80247
"27904",0.36805,80249
"27905",0.36805,80260
"27906",0.36805,80264
"27907",0.36805,80290
"27908",0.36805,80293
"27909",0.36805,80294
"27910",0.36805,80301
"27911",0.36805,80302
"27912",0.36805,80303
"27913",0.36805,80304
"27914",0.36805,80305
"27915",0.36805,80310
"27916",0.36805,80401
"27917",0.36805,80403
"27918",0.36805,80419
"27919",0.36805,80420
"27920",0.36805,80421
"27921",0.36805,80422
"27922",0.966,80423
"27923",0.36805,80424
"27924",0.36805,80425
"27925",0.966,80426
"27926",0.36805,80427
"27927",0.89679,80428
"27928",0.36805,80432
"27929",0.36805,80433
"27930",0.89679,80434
"27931",0.36805,80435
"27932",0.36805,80436
"27933",0.36805,80438
"27934",0.36805,80439
"27935",0.36805,80440
"27936",0.36805,80442
"27937",0.36805,80443
"27938",0.36805,80444
"27939",0.36805,80446
"27940",0.36805,80447
"27941",0.36805,80448
"27942",0.36805,80449
"27943",0.36805,80451
"27944",0.36805,80452
"27945",0.36805,80453
"27946",0.36805,80454
"27947",0.36805,80455
"27948",0.36805,80456
"27949",0.36805,80457
"27950",0.36805,80459
"27951",0.36805,80461
"27952",0.966,80463
"27953",0.36805,80465
"27954",0.36805,80466
"27955",0.966,80467
"27956",0.36805,80468
"27957",0.966,80469
"27958",0.36805,80470
"27959",0.36805,80471
"27960",0.36805,80473
"27961",0.36805,80475
"27962",0.36805,80476
"27963",0.966,80477
"27964",0.36805,80478
"27965",0.966,80479
"27966",0.36805,80480
"27967",0.36805,80481
"27968",0.36805,80482
"27969",0.966,80483
"27970",0.89679,80487
"27971",0.966,80488
"27972",0.36805,80497
"27973",0.36805,80498
"27974",0.36805,80501
"27975",0.36805,80503
"27976",0.36805,80504
"27977",0.36805,80510
"27978",0.36805,80511
"27979",0.36805,80512
"27980",0.36805,80513
"27981",0.36805,80514
"27982",0.36805,80515
"27983",0.36805,80516
"27984",0.36805,80517
"27985",0.36805,80520
"27986",0.36805,80521
"27987",0.36805,80524
"27988",0.36805,80525
"27989",0.36805,80526
"27990",0.36805,80528
"27991",0.36805,80530
"27992",0.36805,80532
"27993",0.36805,80534
"27994",0.36805,80535
"27995",0.36805,80536
"27996",0.36805,80537
"27997",0.36805,80538
"27998",0.36805,80540
"27999",0.36805,80542
"28000",0.36805,80543
"28001",0.36805,80544
"28002",0.36805,80545
"28003",0.36805,80546
"28004",0.36805,80547
"28005",0.36805,80549
"28006",0.36805,80550
"28007",0.36805,80601
"28008",0.36805,80602
"28009",0.36805,80603
"28010",0.36805,80610
"28011",0.36805,80611
"28012",0.36805,80612
"28013",0.36805,80615
"28014",0.36805,80620
"28015",0.36805,80621
"28016",0.36805,80622
"28017",0.36805,80623
"28018",0.36805,80624
"28019",0.36805,80631
"28020",0.36805,80634
"28021",0.36805,80640
"28022",0.36805,80642
"28023",0.36805,80643
"28024",0.36805,80644
"28025",0.36805,80645
"28026",0.36805,80648
"28027",0.36805,80649
"28028",0.36805,80650
"28029",0.36805,80651
"28030",0.36805,80652
"28031",0.42941,80653
"28032",0.36805,80654
"28033",0.42941,80701
"28034",0.42941,80705
"28035",0.42941,80720
"28036",0.42941,80721
"28037",0.42941,80722
"28038",0.42941,80723
"28039",0.42941,80726
"28040",0.42941,80727
"28041",0.42941,80728
"28042",0.42941,80729
"28043",0.42941,80731
"28044",0.42941,80733
"28045",0.42941,80734
"28046",0.89441,80735
"28047",0.42941,80736
"28048",0.42941,80737
"28049",0.42941,80740
"28050",0.42941,80741
"28051",0.42941,80742
"28052",0.42941,80743
"28053",0.42941,80744
"28054",0.42941,80745
"28055",0.42941,80746
"28056",0.42941,80747
"28057",0.42941,80749
"28058",0.42941,80750
"28059",0.42941,80751
"28060",0.42941,80754
"28061",0.89441,80755
"28062",0.42941,80757
"28063",0.89441,80758
"28064",0.42941,80759
"28065",0.42941,80801
"28066",0.44495,80802
"28067",0.60706,80804
"28068",0.89441,80805
"28069",0.89441,80807
"28070",0.60706,80808
"28071",0.60706,80809
"28072",0.44495,80810
"28073",0.42941,80812
"28074",0.60706,80813
"28075",0.60706,80814
"28076",0.42941,80815
"28077",0.60706,80816
"28078",0.60706,80817
"28079",0.60706,80818
"28080",0.60706,80819
"28081",0.60706,80820
"28082",0.60706,80821
"28083",0.42941,80822
"28084",0.60706,80823
"28085",0.89441,80824
"28086",0.44495,80825
"28087",0.36805,80827
"28088",0.60706,80828
"28089",0.60706,80829
"28090",0.60706,80830
"28091",0.60706,80831
"28092",0.60706,80832
"28093",0.60706,80833
"28094",0.89441,80834
"28095",0.60706,80835
"28096",0.89441,80836
"28097",0.60706,80840
"28098",0.60706,80860
"28099",0.89441,80861
"28100",0.60706,80862
"28101",0.60706,80863
"28102",0.60706,80864
"28103",0.60706,80902
"28104",0.60706,80903
"28105",0.60706,80904
"28106",0.60706,80905
"28107",0.60706,80906
"28108",0.60706,80907
"28109",0.60706,80908
"28110",0.60706,80909
"28111",0.60706,80910
"28112",0.60706,80911
"28113",0.60706,80913
"28114",0.60706,80914
"28115",0.60706,80915
"28116",0.60706,80916
"28117",0.60706,80917
"28118",0.60706,80918
"28119",0.60706,80919
"28120",0.60706,80920
"28121",0.60706,80921
"28122",0.60706,80922
"28123",0.60706,80923
"28124",0.60706,80924
"28125",0.60706,80925
"28126",0.60706,80926
"28127",0.60706,80927
"28128",0.60706,80928
"28129",0.60706,80929
"28130",0.60706,80930
"28131",0.60706,80938
"28132",0.60706,80939
"28133",0.60706,80951
"28134",0.60706,81001
"28135",0.60706,81003
"28136",0.60706,81004
"28137",0.60706,81005
"28138",0.60706,81006
"28139",0.60706,81007
"28140",0.60706,81008
"28141",0.60706,81019
"28142",0.60706,81020
"28143",0.60706,81021
"28144",0.60706,81022
"28145",0.60706,81023
"28146",0.60706,81024
"28147",0.60706,81025
"28148",0.60706,81027
"28149",0.44495,81029
"28150",0.60706,81030
"28151",0.60706,81033
"28152",0.44495,81036
"28153",0.60706,81038
"28154",0.60706,81039
"28155",0.60706,81040
"28156",0.44495,81041
"28157",0.44495,81043
"28158",0.44495,81044
"28159",0.60706,81045
"28160",0.44495,81047
"28161",0.60706,81049
"28162",0.60706,81050
"28163",0.44495,81052
"28164",0.60706,81054
"28165",0.60706,81055
"28166",0.44495,81057
"28167",0.60706,81058
"28168",0.60706,81059
"28169",0.60706,81062
"28170",0.60706,81063
"28171",0.44495,81064
"28172",0.60706,81067
"28173",0.60706,81069
"28174",0.44495,81071
"28175",0.44495,81073
"28176",0.60706,81076
"28177",0.60706,81077
"28178",0.60706,81081
"28179",0.60706,81082
"28180",0.44495,81084
"28181",0.44495,81087
"28182",0.60706,81089
"28183",0.44495,81090
"28184",0.60706,81091
"28185",0.44495,81092
"28186",0.98622,81101
"28187",0.98622,81120
"28188",0.98622,81121
"28189",0.98622,81122
"28190",0.98622,81123
"28191",0.98622,81124
"28192",0.98622,81125
"28193",0.98622,81126
"28194",0.98622,81128
"28195",0.98622,81129
"28196",0.98622,81130
"28197",0.98622,81131
"28198",0.98622,81132
"28199",0.60706,81133
"28200",0.98622,81136
"28201",0.98622,81137
"28202",0.98622,81138
"28203",0.98622,81140
"28204",0.98622,81141
"28205",0.98622,81143
"28206",0.98622,81144
"28207",0.98622,81146
"28208",0.98622,81147
"28209",0.98622,81148
"28210",0.98622,81149
"28211",0.98622,81151
"28212",0.98622,81152
"28213",0.98622,81154
"28214",0.98622,81155
"28215",0.98622,81201
"28216",0.966,81210
"28217",0.966,81211
"28218",0.60706,81212
"28219",0.966,81220
"28220",0.60706,81221
"28221",0.60706,81222
"28222",0.60706,81223
"28223",0.966,81224
"28224",0.966,81225
"28225",0.60706,81226
"28226",0.98622,81227
"28227",0.966,81230
"28228",0.966,81231
"28229",0.60706,81232
"28230",0.60706,81233
"28231",0.98622,81235
"28232",0.98622,81236
"28233",0.966,81237
"28234",0.966,81239
"28235",0.60706,81240
"28236",0.966,81241
"28237",0.98622,81242
"28238",0.966,81243
"28239",0.60706,81244
"28240",0.98622,81248
"28241",0.966,81251
"28242",0.60706,81252
"28243",0.60706,81253
"28244",0.98622,81301
"28245",0.98622,81303
"28246",0.966,81320
"28247",0.966,81321
"28248",0.966,81323
"28249",0.966,81324
"28250",0.966,81325
"28251",0.98622,81326
"28252",0.966,81327
"28253",0.98622,81328
"28254",0.98622,81330
"28255",0.966,81331
"28256",0.966,81332
"28257",0.98622,81334
"28258",0.966,81335
"28259",0.966,81401
"28260",0.966,81403
"28261",0.966,81410
"28262",0.966,81411
"28263",0.966,81413
"28264",0.966,81415
"28265",0.966,81416
"28266",0.966,81418
"28267",0.966,81419
"28268",0.966,81422
"28269",0.966,81423
"28270",0.966,81424
"28271",0.966,81425
"28272",0.966,81426
"28273",0.966,81427
"28274",0.966,81428
"28275",0.966,81429
"28276",0.966,81430
"28277",0.966,81431
"28278",0.966,81432
"28279",0.98622,81433
"28280",0.966,81434
"28281",0.966,81435
"28282",0.966,81501
"28283",0.966,81503
"28284",0.966,81504
"28285",0.966,81505
"28286",0.966,81506
"28287",0.966,81507
"28288",0.966,81520
"28289",0.966,81521
"28290",0.966,81522
"28291",0.966,81523
"28292",0.966,81524
"28293",0.966,81525
"28294",0.966,81526
"28295",0.966,81527
"28296",0.966,81601
"28297",0.966,81610
"28298",0.966,81611
"28299",0.966,81612
"28300",0.966,81615
"28301",0.966,81620
"28302",0.966,81621
"28303",0.966,81623
"28304",0.966,81624
"28305",0.966,81625
"28306",0.966,81630
"28307",0.966,81631
"28308",0.966,81632
"28309",0.966,81633
"28310",0.966,81635
"28311",0.966,81637
"28312",0.966,81638
"28313",0.966,81639
"28314",0.966,81640
"28315",0.966,81641
"28316",0.966,81642
"28317",0.966,81643
"28318",0.966,81645
"28319",0.966,81646
"28320",0.966,81647
"28321",0.966,81648
"28322",0.36805,81649
"28323",0.966,81650
"28324",0.966,81652
"28325",0.89679,81653
"28326",0.966,81654
"28327",0.36805,81655
"28328",0.966,81656
"28329",0.36805,81657
"28330",0.36805,82001
"28331",0.36805,82005
"28332",0.36805,82007
"28333",0.36805,82009
"28334",0.42941,82050
"28335",0.89679,82051
"28336",0.36805,82052
"28337",0.42941,82053
"28338",0.42941,82054
"28339",0.89679,82055
"28340",0.89679,82058
"28341",0.36805,82059
"28342",0.42941,82060
"28343",0.36805,82061
"28344",0.36805,82063
"28345",0.89679,82070
"28346",0.89679,82072
"28347",0.89679,82073
"28348",0.42941,82081
"28349",0.42941,82082
"28350",0.89679,82083
"28351",0.36805,82084
"28352",0.00534,82190
"28353",0.89679,82201
"28354",0.89679,82210
"28355",0.42941,82212
"28356",0.89679,82213
"28357",0.89679,82214
"28358",0.89679,82215
"28359",0.42941,82217
"28360",0.89679,82219
"28361",0.42941,82221
"28362",0.89679,82222
"28363",0.42941,82223
"28364",0.89679,82224
"28365",0.89679,82225
"28366",0.89679,82227
"28367",0.89679,82229
"28368",0.42941,82240
"28369",0.42941,82242
"28370",0.42941,82243
"28371",0.42941,82244
"28372",0.89679,82301
"28373",0.89679,82321
"28374",0.89679,82322
"28375",0.89679,82323
"28376",0.89679,82324
"28377",0.89679,82325
"28378",0.89679,82327
"28379",0.89679,82329
"28380",0.89679,82331
"28381",0.89679,82332
"28382",0.89679,82334
"28383",0.89679,82335
"28384",0.89679,82336
"28385",0.89679,82401
"28386",0.94251,82410
"28387",0.89679,82411
"28388",0.02652,82412
"28389",0.02652,82414
"28390",0.02652,82420
"28391",0.02652,82421
"28392",0.94251,82422
"28393",0.02652,82423
"28394",0.94251,82426
"28395",0.94251,82428
"28396",0.89679,82430
"28397",0.94251,82431
"28398",0.89679,82432
"28399",0.02652,82433
"28400",0.89679,82434
"28401",0.02652,82435
"28402",0.02652,82440
"28403",0.94251,82441
"28404",0.89679,82442
"28405",0.89679,82443
"28406",0.02652,82450
"28407",0.89679,82501
"28408",0.89679,82510
"28409",0.00534,82512
"28410",0.00534,82513
"28411",0.89679,82514
"28412",0.89679,82515
"28413",0.89679,82516
"28414",0.89679,82520
"28415",0.89679,82523
"28416",0.89679,82601
"28417",0.89679,82604
"28418",0.89679,82609
"28419",0.89679,82620
"28420",0.89679,82630
"28421",0.89679,82633
"28422",0.89679,82635
"28423",0.89679,82636
"28424",0.89679,82637
"28425",0.89679,82638
"28426",0.89679,82639
"28427",0.89679,82640
"28428",0.89679,82642
"28429",0.89679,82643
"28430",0.89679,82644
"28431",0.89679,82646
"28432",0.89679,82648
"28433",0.89679,82649
"28434",0.94251,82701
"28435",0.94251,82710
"28436",0.94251,82711
"28437",0.94251,82712
"28438",0.94251,82714
"28439",0.94251,82715
"28440",0.94251,82716
"28441",0.94251,82718
"28442",0.94251,82720
"28443",0.94251,82721
"28444",0.94251,82723
"28445",0.94251,82725
"28446",0.94251,82727
"28447",0.94251,82729
"28448",0.94251,82730
"28449",0.94251,82731
"28450",0.94251,82732
"28451",0.94251,82801
"28452",0.94251,82831
"28453",0.94251,82832
"28454",0.94251,82833
"28455",0.94251,82834
"28456",0.94251,82835
"28457",0.94251,82836
"28458",0.94251,82837
"28459",0.94251,82838
"28460",0.94251,82839
"28461",0.94251,82842
"28462",0.94251,82844
"28463",0.94251,82845
"28464",0.74968,82901
"28465",0.00534,82922
"28466",0.00534,82923
"28467",0.00534,82925
"28468",0.74968,82929
"28469",0.74968,82930
"28470",0.74968,82932
"28471",0.74968,82933
"28472",0.74968,82934
"28473",0.74968,82935
"28474",0.74968,82936
"28475",0.74968,82937
"28476",0.74968,82938
"28477",0.74968,82939
"28478",0.00534,82941
"28479",0.89679,82942
"28480",0.74968,82943
"28481",0.74968,82944
"28482",0.74968,82945
"28483",0.00534,83001
"28484",0.00534,83011
"28485",0.00534,83012
"28486",0.00534,83013
"28487",0.00534,83014
"28488",0.00534,83025
"28489",0.74968,83101
"28490",0.00534,83110
"28491",0.00534,83111
"28492",0.00534,83112
"28493",0.00534,83113
"28494",0.00534,83114
"28495",0.00534,83115
"28496",0.74968,83116
"28497",0.00534,83118
"28498",0.00534,83119
"28499",0.00534,83120
"28500",0.74968,83121
"28501",0.00534,83122
"28502",0.74968,83123
"28503",0.74968,83124
"28504",0.00534,83126
"28505",0.00534,83127
"28506",0.00534,83128
"28507",0.00534,83201
"28508",0.00534,83202
"28509",0.00534,83203
"28510",0.00534,83204
"28511",0.00534,83209
"28512",0.00534,83210
"28513",0.00534,83211
"28514",0.00534,83212
"28515",0.00534,83213
"28516",0.00534,83214
"28517",0.00534,83215
"28518",0.00534,83217
"28519",0.00534,83218
"28520",0.00534,83220
"28521",0.00534,83221
"28522",0.00534,83223
"28523",0.07116,83226
"28524",0.07116,83227
"28525",0.00534,83228
"28526",0.00534,83232
"28527",0.00534,83233
"28528",0.00534,83234
"28529",0.07116,83235
"28530",0.00534,83236
"28531",0.00534,83237
"28532",0.00534,83238
"28533",0.00534,83239
"28534",0.00534,83241
"28535",0.00534,83243
"28536",0.00534,83244
"28537",0.00534,83245
"28538",0.00534,83246
"28539",0.00534,83250
"28540",0.07116,83251
"28541",0.00534,83252
"28542",0.07116,83253
"28543",0.00534,83254
"28544",0.07116,83255
"28545",0.00534,83261
"28546",0.00534,83262
"28547",0.00534,83263
"28548",0.00534,83271
"28549",0.00534,83272
"28550",0.00534,83274
"28551",0.00534,83276
"28552",0.00534,83277
"28553",0.07116,83278
"28554",0.00534,83281
"28555",0.00534,83283
"28556",0.00534,83285
"28557",0.00534,83286
"28558",0.74968,83287
"28559",0.07116,83301
"28560",0.07116,83302
"28561",0.07116,83311
"28562",0.07116,83312
"28563",0.07116,83313
"28564",0.07116,83314
"28565",0.07116,83316
"28566",0.07116,83318
"28567",0.07116,83320
"28568",0.07116,83321
"28569",0.07116,83322
"28570",0.07116,83323
"28571",0.07116,83324
"28572",0.07116,83325
"28573",0.07116,83327
"28574",0.07116,83328
"28575",0.07116,83330
"28576",0.07116,83332
"28577",0.07116,83333
"28578",0.07116,83334
"28579",0.07116,83335
"28580",0.07116,83336
"28581",0.07116,83337
"28582",0.07116,83338
"28583",0.07116,83340
"28584",0.07116,83341
"28585",0.07116,83342
"28586",0.07116,83344
"28587",0.07116,83346
"28588",0.07116,83347
"28589",0.07116,83348
"28590",0.07116,83349
"28591",0.07116,83350
"28592",0.07116,83352
"28593",0.07116,83353
"28594",0.07116,83354
"28595",0.07116,83355
"28596",0.00534,83401
"28597",0.00534,83402
"28598",0.00534,83404
"28599",0.00534,83406
"28600",0.00534,83414
"28601",0.00534,83420
"28602",0.00534,83421
"28603",0.00534,83422
"28604",0.00534,83423
"28605",0.00534,83424
"28606",0.00534,83425
"28607",0.00534,83427
"28608",0.00534,83428
"28609",0.00534,83429
"28610",0.00534,83431
"28611",0.00534,83433
"28612",0.00534,83434
"28613",0.00534,83435
"28614",0.00534,83436
"28615",0.00534,83440
"28616",0.00534,83442
"28617",0.00534,83443
"28618",0.00534,83444
"28619",0.00534,83445
"28620",0.00534,83446
"28621",0.00534,83448
"28622",0.00534,83449
"28623",0.00534,83450
"28624",0.00534,83451
"28625",0.00534,83452
"28626",0.00534,83454
"28627",0.00534,83455
"28628",0.00534,83460
"28629",0.07116,83462
"28630",0.07116,83463
"28631",0.00534,83464
"28632",0.07116,83465
"28633",0.07116,83466
"28634",0.07116,83467
"28635",0.00534,83468
"28636",0.07116,83469
"28637",0.05172,83501
"28638",0.05172,83520
"28639",0.05172,83522
"28640",0.05172,83523
"28641",0.05172,83524
"28642",0.06643,83525
"28643",0.05172,83526
"28644",0.05172,83530
"28645",0.05172,83533
"28646",0.05172,83535
"28647",0.05172,83536
"28648",0.05172,83537
"28649",0.05172,83539
"28650",0.05172,83540
"28651",0.05172,83541
"28652",0.06643,83542
"28653",0.05172,83543
"28654",0.05172,83544
"28655",0.05172,83545
"28656",0.05172,83546
"28657",0.06643,83547
"28658",0.05172,83548
"28659",0.06643,83549
"28660",0.05172,83552
"28661",0.05172,83553
"28662",0.06643,83554
"28663",0.05172,83555
"28664",0.07116,83601
"28665",0.06643,83602
"28666",0.07116,83604
"28667",0.06643,83605
"28668",0.06643,83607
"28669",0.06643,83610
"28670",0.06643,83611
"28671",0.06643,83612
"28672",0.06643,83615
"28673",0.06643,83616
"28674",0.06643,83617
"28675",0.06643,83619
"28676",0.06643,83622
"28677",0.07116,83623
"28678",0.06643,83624
"28679",0.06643,83626
"28680",0.07116,83627
"28681",0.06643,83628
"28682",0.06643,83629
"28683",0.06643,83631
"28684",0.06643,83632
"28685",0.07116,83633
"28686",0.06643,83634
"28687",0.06643,83636
"28688",0.07116,83637
"28689",0.06643,83638
"28690",0.06643,83639
"28691",0.06643,83641
"28692",0.06643,83642
"28693",0.06643,83643
"28694",0.06643,83644
"28695",0.06643,83645
"28696",0.06643,83646
"28697",0.07116,83647
"28698",0.07116,83648
"28699",0.06643,83650
"28700",0.06643,83651
"28701",0.06643,83654
"28702",0.06643,83655
"28703",0.06643,83656
"28704",0.06643,83657
"28705",0.06643,83660
"28706",0.06643,83661
"28707",0.06643,83666
"28708",0.06643,83669
"28709",0.06643,83670
"28710",0.06643,83671
"28711",0.06643,83672
"28712",0.06643,83676
"28713",0.06643,83677
"28714",0.06643,83686
"28715",0.06643,83687
"28716",0.06643,83702
"28717",0.06643,83703
"28718",0.06643,83704
"28719",0.06643,83705
"28720",0.06643,83706
"28721",0.06643,83709
"28722",0.06643,83712
"28723",0.06643,83713
"28724",0.06643,83714
"28725",0.06643,83716
"28726",0.05172,83801
"28727",0.05172,83802
"28728",0.05172,83803
"28729",0.05172,83804
"28730",0.05172,83805
"28731",0.05172,83806
"28732",0.05172,83808
"28733",0.05172,83809
"28734",0.05172,83810
"28735",0.05172,83811
"28736",0.05172,83812
"28737",0.05172,83813
"28738",0.05172,83814
"28739",0.05172,83815
"28740",0.05172,83821
"28741",0.05172,83822
"28742",0.05172,83823
"28743",0.05172,83824
"28744",0.05172,83825
"28745",0.05172,83826
"28746",0.05172,83827
"28747",0.05172,83830
"28748",0.05172,83832
"28749",0.05172,83833
"28750",0.05172,83834
"28751",0.05172,83835
"28752",0.05172,83836
"28753",0.05172,83837
"28754",0.05172,83839
"28755",0.05172,83840
"28756",0.05172,83841
"28757",0.05172,83842
"28758",0.05172,83843
"28759",0.05172,83844
"28760",0.05172,83845
"28761",0.05172,83846
"28762",0.05172,83847
"28763",0.05172,83848
"28764",0.05172,83849
"28765",0.05172,83850
"28766",0.05172,83851
"28767",0.05172,83852
"28768",0.05172,83854
"28769",0.05172,83855
"28770",0.05172,83856
"28771",0.05172,83857
"28772",0.05172,83858
"28773",0.05172,83860
"28774",0.05172,83861
"28775",0.05172,83864
"28776",0.05172,83866
"28777",0.05172,83867
"28778",0.05172,83868
"28779",0.05172,83869
"28780",0.05172,83870
"28781",0.05172,83871
"28782",0.05172,83872
"28783",0.05172,83873
"28784",0.05172,83874
"28785",0.05172,83876
"28786",0.74968,84001
"28787",0.74968,84002
"28788",0.74968,84003
"28789",0.74968,84004
"28790",0.74968,84005
"28791",0.74968,84006
"28792",0.74968,84007
"28793",0.74968,84010
"28794",0.74968,84013
"28795",0.74968,84014
"28796",0.74968,84015
"28797",0.74968,84017
"28798",0.74968,84018
"28799",0.74968,84020
"28800",0.74968,84021
"28801",0.74968,84022
"28802",0.74968,84023
"28803",0.74968,84024
"28804",0.74968,84025
"28805",0.74968,84026
"28806",0.74968,84027
"28807",0.74968,84028
"28808",0.74968,84029
"28809",0.74968,84031
"28810",0.74968,84032
"28811",0.74968,84033
"28812",0.52427,84034
"28813",0.966,84035
"28814",0.74968,84036
"28815",0.74968,84037
"28816",0.74968,84038
"28817",0.74968,84039
"28818",0.74968,84040
"28819",0.74968,84041
"28820",0.74968,84042
"28821",0.74968,84043
"28822",0.74968,84044
"28823",0.74968,84045
"28824",0.74968,84046
"28825",0.74968,84047
"28826",0.74968,84049
"28827",0.74968,84050
"28828",0.74968,84051
"28829",0.74968,84052
"28830",0.74968,84053
"28831",0.74968,84054
"28832",0.74968,84055
"28833",0.74968,84056
"28834",0.74968,84057
"28835",0.74968,84058
"28836",0.74968,84060
"28837",0.74968,84061
"28838",0.74968,84062
"28839",0.966,84063
"28840",0.74968,84064
"28841",0.74968,84065
"28842",0.74968,84066
"28843",0.74968,84067
"28844",0.74968,84069
"28845",0.74968,84070
"28846",0.74968,84071
"28847",0.74968,84072
"28848",0.74968,84073
"28849",0.74968,84074
"28850",0.74968,84075
"28851",0.74968,84076
"28852",0.74968,84078
"28853",0.74968,84080
"28854",0.74968,84081
"28855",0.74968,84082
"28856",0.74968,84083
"28857",0.74968,84084
"28858",0.74968,84085
"28859",0.74968,84086
"28860",0.74968,84087
"28861",0.74968,84088
"28862",0.74968,84092
"28863",0.74968,84093
"28864",0.74968,84094
"28865",0.74968,84095
"28866",0.74968,84096
"28867",0.74968,84097
"28868",0.74968,84098
"28869",0.74968,84101
"28870",0.74968,84102
"28871",0.74968,84103
"28872",0.74968,84104
"28873",0.74968,84105
"28874",0.74968,84106
"28875",0.74968,84107
"28876",0.74968,84108
"28877",0.74968,84109
"28878",0.74968,84111
"28879",0.74968,84112
"28880",0.74968,84113
"28881",0.74968,84115
"28882",0.74968,84116
"28883",0.74968,84117
"28884",0.74968,84118
"28885",0.74968,84119
"28886",0.74968,84120
"28887",0.74968,84121
"28888",0.74968,84123
"28889",0.74968,84124
"28890",0.74968,84128
"28891",0.74968,84144
"28892",0.74968,84180
"28893",0.74968,84301
"28894",0.74968,84302
"28895",0.74968,84304
"28896",0.74968,84305
"28897",0.74968,84306
"28898",0.74968,84307
"28899",0.00534,84308
"28900",0.74968,84309
"28901",0.74968,84310
"28902",0.74968,84311
"28903",0.74968,84312
"28904",0.07116,84313
"28905",0.74968,84314
"28906",0.74968,84315
"28907",0.74968,84316
"28908",0.74968,84317
"28909",0.74968,84318
"28910",0.74968,84319
"28911",0.74968,84320
"28912",0.74968,84321
"28913",0.74968,84324
"28914",0.74968,84325
"28915",0.74968,84326
"28916",0.74968,84327
"28917",0.74968,84328
"28918",0.07116,84329
"28919",0.74968,84330
"28920",0.00534,84331
"28921",0.74968,84332
"28922",0.74968,84333
"28923",0.74968,84334
"28924",0.74968,84335
"28925",0.00534,84336
"28926",0.74968,84337
"28927",0.74968,84338
"28928",0.74968,84339
"28929",0.74968,84340
"28930",0.74968,84341
"28931",0.74968,84401
"28932",0.74968,84403
"28933",0.74968,84404
"28934",0.74968,84405
"28935",0.74968,84414
"28936",0.74968,84501
"28937",0.966,84511
"28938",0.966,84512
"28939",0.74968,84513
"28940",0.966,84515
"28941",0.74968,84516
"28942",0.74968,84518
"28943",0.74968,84520
"28944",0.74968,84521
"28945",0.74968,84522
"28946",0.74968,84523
"28947",0.966,84525
"28948",0.74968,84526
"28949",0.74968,84528
"28950",0.74968,84529
"28951",0.966,84530
"28952",0.966,84531
"28953",0.966,84532
"28954",0.52427,84533
"28955",0.966,84534
"28956",0.966,84535
"28957",0.52427,84536
"28958",0.74968,84537
"28959",0.74968,84539
"28960",0.966,84540
"28961",0.74968,84542
"28962",0.74968,84601
"28963",0.74968,84604
"28964",0.74968,84606
"28965",0.52427,84620
"28966",0.52427,84621
"28967",0.52427,84622
"28968",0.74968,84623
"28969",0.52427,84624
"28970",0.74968,84626
"28971",0.74968,84627
"28972",0.74968,84628
"28973",0.74968,84629
"28974",0.74968,84630
"28975",0.52427,84631
"28976",0.74968,84632
"28977",0.74968,84633
"28978",0.74968,84634
"28979",0.52427,84635
"28980",0.52427,84636
"28981",0.52427,84637
"28982",0.74968,84638
"28983",0.74968,84639
"28984",0.74968,84640
"28985",0.74968,84642
"28986",0.74968,84643
"28987",0.74968,84645
"28988",0.74968,84646
"28989",0.74968,84647
"28990",0.74968,84648
"28991",0.52427,84649
"28992",0.74968,84651
"28993",0.52427,84652
"28994",0.74968,84653
"28995",0.52427,84654
"28996",0.74968,84655
"28997",0.52427,84656
"28998",0.52427,84657
"28999",0.74968,84660
"29000",0.74968,84662
"29001",0.74968,84663
"29002",0.74968,84664
"29003",0.74968,84665
"29004",0.74968,84667
"29005",0.52427,84701
"29006",0.52427,84710
"29007",0.52427,84711
"29008",0.52427,84712
"29009",0.52427,84713
"29010",0.52427,84714
"29011",0.52427,84715
"29012",0.52427,84716
"29013",0.52427,84718
"29014",0.52427,84719
"29015",0.52427,84720
"29016",0.52427,84721
"29017",0.52427,84722
"29018",0.52427,84723
"29019",0.52427,84724
"29020",0.52427,84725
